timestamp,close,score,pred_ret_1h,pred_ret_4h,p_long,p_short,prob_spread,regime,vol_ratio,bb_position,pos_prev,pos_new,cost,reason
2025-11-26 20:00:00,89866.82,0.00886737247928977,0.01620979979634285,-0.008264957927167416,0.6377755403518677,0.3622244596481323,0.27555108070373535,0,1.7209090853789692,0.941668475625582,0.0,1.0,0.0010999999999999998,open_long
2025-11-26 23:00:00,90484.02,0.005710453679785132,0.00967622920870781,-0.0035430225543677807,0.5422620177268982,0.4577379524707794,0.08452406525611877,0,0.585281860548097,0.8837763483228581,1.0,0.0,0.0010999999999999998,close_long
2025-12-22 02:00:00,88458.27,0.00775935910642147,0.010098494589328766,0.002301376312971115,0.5605581402778625,0.43944188952445984,0.12111625075340271,0,1.5722504221509213,0.5438864828855098,0.0,1.0,0.0010999999999999998,open_long
2025-12-22 05:00:00,88831.34,-0.000560054602101445,-0.003219141159206629,0.00564448069781065,0.4700898230075836,0.5299102067947388,0.05982038378715515,0,0.6570120786881892,0.8129119690571466,1.0,0.0,0.0010999999999999998,close_long
2025-12-24 17:00:00,87322.77,0.0035817962605506183,0.005591528955847025,-0.001107580028474331,0.6168925762176514,0.38310739398002625,0.23378518223762512,0,0.933197644163362,0.6252778949363651,0.0,0.7696966342777014,0.0008466662977054714,open_long
2025-12-24 20:00:00,87556.2,-1.401579938828943e-05,0.0007933960296213627,-0.0018979767337441444,0.567009687423706,0.43299025297164917,0.13401943445205688,0,0.4674825450411822,0.8554804703343717,0.7696966342777014,0.0,0.0008466662977054714,close_long
2025-12-26 04:00:00,88969.24,0.01054445533081889,0.012226684018969536,0.006619255058467388,0.6787843108177185,0.3212156891822815,0.357568621635437,0,1.0260502824245117,0.9517553397036022,0.0,1.0,0.0010999999999999998,open_long
2025-12-26 07:00:00,88470.75,-0.0035623341798782346,-0.00027440860867500305,-0.011234160512685776,0.32741600275039673,0.672584056854248,0.3451680541038513,0,2.8134242242393954,0.6312396066903807,1.0,0.0,0.0010999999999999998,close_long
2026-01-02 04:00:00,88637.64,0.004004084644839167,0.007079861592501402,-0.003172728233039379,0.5882683396339417,0.41173169016838074,0.1765366494655609,0,0.9655202102752262,0.7219681839658124,0.0,0.7087366461902855,0.0007796103108093141,open_long
2026-01-02 07:00:00,88857.61,0.004414666397497057,0.00759104685857892,-0.0029968880116939545,0.5510382652282715,0.44896170496940613,0.10207656025886536,0,1.225937078475198,0.7777155262101761,0.7087366461902855,0.0,0.0007796103108093141,close_long
2026-01-02 11:00:00,89502.95,0.009169607143849134,0.014311349019408226,-0.002827790565788746,0.6631808876991272,0.3368190824985504,0.3263618052005768,0,1.4107810496264868,0.9164349570840816,0.0,1.0,0.0010999999999999998,open_long
2026-01-02 14:00:00,89580.0,-6.0511706396937544e-05,0.005094230640679598,-0.01208824384957552,0.6707527041435242,0.32924726605415344,0.3415054380893707,0,4.0050368484020336,0.8712254489946681,1.0,0.0,0.0010999999999999998,close_long
2026-01-13 17:00:00,93241.99,0.013721271324902772,0.023242833092808723,-0.008495706133544445,0.7084680795669556,0.2915319502353668,0.41693612933158875,0,1.128552048954708,0.9330189957008418,0.0,1.0,0.0010999999999999998,open_long
2026-01-13 20:00:00,94408.7,0.008603177033364771,0.016901280730962753,-0.010759064927697182,0.5400355458259583,0.45996445417404175,0.0800710916519165,0,1.9115858470691585,1.0120879370104403,1.0,0.0,0.0010999999999999998,close_long
2026-01-28 15:00:00,89479.66,0.005118364607915282,0.007124571595340967,0.0004372149705886841,0.6174441576004028,0.38255584239959717,0.23488831520080566,0,1.6541065242314008,0.5519606878961514,0.0,0.9562359675914048,0.0010518595643505453,open_long
2026-01-28 18:00:00,89546.24,-0.00809955522418022,-0.007625792175531387,-0.009205002337694168,0.35868775844573975,0.6413122415542603,0.2826244831085205,0,1.1977779746004522,0.5388036259824343,0.9562359675914048,0.0,0.0010518595643505453,close_long
2026-03-01 01:00:00,67339.36,0.012617813050746917,0.022457828745245934,-0.010342223569750786,0.7515501379966736,0.24844986200332642,0.5031002759933472,0,1.4125346603668705,0.8695997022575882,0.0,1.0,0.0010999999999999998,open_long
2026-03-01 04:00:00,67346.5,0.0029570568352937695,0.010706206783652306,-0.01512429304420948,0.5839811563491821,0.41601887345314026,0.16796228289604187,0,0.6382467816662757,0.7703630192573457,1.0,0.0,0.0010999999999999998,close_long
2026-03-04 10:00:00,71348.92,0.003987139044329524,0.004137507174164057,0.0036362800747156143,0.6260613203048706,0.37393873929977417,0.25212258100509644,0,1.4195338434874294,1.0597079043071391,0.0,0.8540957629829644,0.0009395053392812608,open_long
2026-03-04 13:00:00,71477.17,-0.008170250663533806,-0.0033292449079453945,-0.01946593075990677,0.4992847144603729,0.5007152557373047,0.0014305412769317627,0,1.1088054763851378,0.8906005966893079,0.8540957629829644,0.0,0.0009395053392812608,close_long
